Item,Enchantment,Description,Gems,Source
Helmet,Enchantment Dominating Blow Additional Magic 1,Dominating Blow can summon 2 additional Magic Sentinels of Dominance,Dominating Blow,Merciless Labyrinth
Helmet,Enchantment Dominating Blow Additional Magic 2,Dominating Blow can summon 3 additional Magic Sentinels of Dominance,Dominating Blow,Eternal Labyrinth
Helmet,Enchantment Dominating Blow Additional Rare 1,Dominating Blow can summon an additional Rare Sentinel of Dominance,Dominating Blow,Eternal Labyrinth
Helmet,Enchantment Double Strike Double Damage Vs Bleeding 1,Double Strike has a 10% chance to deal Double Damage to Bleeding Enemies,Double Strike,Merciless Labyrinth
Helmet,Enchantment Double Strike Double Damage Vs Bleeding 2,Double Strike has a 15% chance to deal Double Damage to Bleeding Enemies,Double Strike,Eternal Labyrinth
Helmet,Enchantment Dread Banner Effect 1,Dread Banner has 25% increased Aura Effect,Dread Banner,Merciless Labyrinth
Helmet,Enchantment Dread Banner Effect 2,Dread Banner has 40% increased Aura Effect,Dread Banner,Eternal Labyrinth
Helmet,Enchantment Earthquake Damage per 0.1s Duration 1,Earthquake deals 5% increased Damage per 0.1 seconds Duration,Earthquake,Merciless Labyrinth
Helmet,Enchantment Earthquake Damage per 0.1s Duration 2,Earthquake deals 8% increased Damage per 0.1 seconds Duration,Earthquake,Eternal Labyrinth
Helmet,Enchantment Earthshatter Additional Spike 1,Earthshatter creates +1 fissures,Earthshatter,Eternal Labyrinth
Helmet,Enchantment Earthshatter Damage 1,Earthshatter deals 25% increased Damage,Earthshatter,Merciless Labyrinth
Helmet,Enchantment Earthshatter Damage 2,Earthshatter deals 40% increased Damage,Earthshatter,Eternal Labyrinth
Helmet,Enchantment Earthshatter Radius 1,Earthshatter has 16% increased Area of Effect,Earthshatter,Merciless Labyrinth
Helmet,Enchantment Earthshatter Radius 2,Earthshatter has 24% increased Area of Effect,Earthshatter,Eternal Labyrinth
Belt,Enchantment Exposure,Elemental Ailments inflicted on Enemies Exposed by you have 20% increased Duration,,Eternal Labyrinth of Potential
Helmet,Enchantment Elemental Hit Damage 1,Elemental Hit deals 25% increased Damage,Elemental Hit,Merciless Labyrinth
Helmet,Enchantment Elemental Hit Damage 2,Elemental Hit deals 40% increased Damage,Elemental Hit,Eternal Labyrinth
Helmet,Enchantment Elemental Hit Chance To Freeze Shock Ignite 1,"Elemental Hit has +20% chance to Freeze, Shock and Ignite",Elemental Hit,Merciless Labyrinth
Helmet,Enchantment Elemental Hit Chance To Freeze Shock Ignite 2,"Elemental Hit has +30% chance to Freeze, Shock and Ignite",Elemental Hit,Eternal Labyrinth
Helmet,Enchantment Enduring Cry Additional Endurance Charge 1,Enduring Cry grants 1 additional Endurance Charge,Enduring Cry,Eternal Labyrinth
Helmet,Enchantment Enduring Cry Cooldown Speed 1,Enduring Cry has 20% increased Cooldown Recovery Rate,Enduring Cry,Merciless Labyrinth
Helmet,Enchantment Enduring Cry Cooldown Speed 2,Enduring Cry has 30% increased Cooldown Recovery Rate,Enduring Cry,Eternal Labyrinth
Helmet,Enchantment Bear Trap Damage Taken 2,Enemies affected by Bear Trap take 10% increased Damage from Trap or Mine Hits,Bear Trap,Eternal Labyrinth
Helmet,Enchantment Bear Trap Damage Taken 1,Enemies affected by Bear Trap take 5% increased Damage from Trap or Mine Hits,Bear Trap,Merciless Labyrinth
Belt,Enchantment Blind,Enemies Blinded by you have 30% reduced Critical Strike Chance,,Eternal Labyrinth of Potential
Helmet,Enchantment Hydrosphere Exposure Amount 1,"Enemies Drenched by Hydrosphere have Cold and Lightning Exposure, applying -4% to Resistances",Hydrosphere,Merciless Labyrinth
Helmet,Enchantment Hydrosphere Exposure Amount 2,"Enemies Drenched by Hydrosphere have Cold and Lightning Exposure, applying -6% to Resistances",Hydrosphere,Eternal Labyrinth
Belt,Enchantment Hinder,Enemies Hindered by you have 50% reduced Life Regeneration rate,,Eternal Labyrinth of Potential
Helmet,Enchantment Void Sphere Damage Taken 2,"Enemies in Void Sphere's range take up to 10% increased Damage, based on distance from the Void Sphere",Void Sphere,Eternal Labyrinth
Helmet,Enchantment Void Sphere Damage Taken 1,"Enemies in Void Sphere's range take up to 6% increased Damage, based on distance from the Void Sphere",Void Sphere,Merciless Labyrinth
Belt,Enchantment Intimidate,Enemies Intimidated by you have 20% increased duration of stuns against them,,Eternal Labyrinth of Potential
Belt,Enchantment Maim,Enemies Maimed by you take 8% increased Damage Over Time,,Eternal Labyrinth of Potential
Belt,Enchantment Taunt,Enemies Taunted by you deal 5% less Area Damage,,Eternal Labyrinth of Potential
Belt,Enchantment Wither,Enemies Withered by you have -6% to all Resistances,,Eternal Labyrinth of Potential
Helmet,Enchantment Ensnaring Arrow Debuff Effect 1,Ensnaring Arrow has 20% increased Debuff Effect,Ensnaring Arrow,Merciless Labyrinth
Helmet,Enchantment Ensnaring Arrow Debuff Effect 2,Ensnaring Arrow has 30% increased Debuff Effect,Ensnaring Arrow,Eternal Labyrinth
Helmet,Enchantment Ensnaring Arrow Area Of Effect 1,Ensnaring Arrow has 60% increased Area of Effect,Ensnaring Arrow,Merciless Labyrinth
Helmet,Enchantment Ensnaring Arrow Area Of Effect 2,Ensnaring Arrow has 90% increased Area of Effect,Ensnaring Arrow,Eternal Labyrinth
Helmet,Enchantment Ethereal Knives Number Of Targets To Pierce 1,Ethereal Knives Pierces an additional Target,Ethereal Knives,Eternal Labyrinth
Helmet,Enchantment Explosive Arrow Damage 1,Explosive Arrow deals 25% increased Damage,Explosive Arrow,Merciless Labyrinth
Helmet,Enchantment Explosive Arrow Damage 2,Explosive Arrow deals 40% increased Damage,Explosive Arrow,Eternal Labyrinth
Helmet,Enchantment Explosive Arrow Attack Speed 1,Explosive Arrow has 10% increased Attack Speed,Explosive Arrow,Merciless Labyrinth
Helmet,Enchantment Explosive Arrow Attack Speed 2,Explosive Arrow has 15% increased Attack Speed,Explosive Arrow,Eternal Labyrinth
Helmet,Enchantment Explosive Arrow Area Of Effect 1,Explosive Arrow has 16% increased Area of Effect,Explosive Arrow,Merciless Labyrinth
Helmet,Enchantment Explosive Arrow Reduced Duration 1,Explosive Arrow has 20% reduced Duration,Explosive Arrow,Merciless Labyrinth
Helmet,Enchantment Explosive Arrow Area Of Effect 2,Explosive Arrow has 24% increased Area of Effect,Explosive Arrow,Eternal Labyrinth
Helmet,Enchantment Explosive Arrow Increased Duration 1,Explosive Arrow has 25% increased Duration,Explosive Arrow,Merciless Labyrinth
Helmet,Enchantment Explosive Arrow Reduced Duration 2,Explosive Arrow has 30% reduced Duration,Explosive Arrow,Eternal Labyrinth
Helmet,Enchantment Explosive Arrow Increased Duration 2,Explosive Arrow has 40% increased Duration,Explosive Arrow,Eternal Labyrinth
Helmet,Enchantment Explosive Concoction Flask Charges 1,Explosive Concoction uses 12% reduced Flask Charges,Explosive Concoction,Merciless Labyrinth
Helmet,Enchantment Explosive Concoction Flask Charges 2,Explosive Concoction uses 8% reduced Flask Charges,Explosive Concoction,Eternal Labyrinth
Helmet,Enchantment Shrapnel Trap Secondary Explosions 2,Explosive Trap causes 2 additional smaller explosions,Explosive Trap,Eternal Labyrinth
Helmet,Enchantment Shrapnel Trap Secondary Explosions 1,Explosive Trap causes an additional smaller explosion,Explosive Trap,Merciless Labyrinth
Helmet,Enchantment Shrapnel Trap Damage 1,Explosive Trap deals 25% increased Damage,Explosive Trap,Merciless Labyrinth
Helmet,Enchantment Shrapnel Trap Damage 2,Explosive Trap deals 40% increased Damage,Explosive Trap,Eternal Labyrinth
Helmet,Enchantment Shrapnel Trap Radius 1,Explosive Trap has 16% increased Area of Effect,Explosive Trap,Merciless Labyrinth
Helmet,Enchantment Shrapnel Trap Radius 2,Explosive Trap has 24% increased Area of Effect,Explosive Trap,Eternal Labyrinth
Helmet,Enchantment Exsanguinate Damage 1,Exsanguinate deals 25% increased Damage,Exsanguinate,Merciless Labyrinth
Helmet,Enchantment Exsanguinate Damage 2,Exsanguinate deals 40% increased Damage,Exsanguinate,Eternal Labyrinth
Helmet,Enchantment Exsanguinate Additional Chain Chance 1,Exsanguinate has a 25% chance to Chain an additional time,Exsanguinate,Eternal Labyrinth
Helmet,Enchantment Eye of Winter Shard Frequency 2,Eye of Winter fires Shard projectiles with 12% increased Frequency during flight,Eye of Winter,Eternal Labyrinth
Helmet,Enchantment Eye of Winter Shard Frequency 1,Eye of Winter fires Shard projectiles with 8% increased Frequency during flight,Eye of Winter,Merciless Labyrinth
Helmet,Enchantment Fireball Ignite Chance 1,Fireball has +20% chance to Ignite,Fireball,Merciless Labyrinth
Helmet,Enchantment Fireball Ignite Chance 2,Fireball has +30% chance to Ignite,Fireball,Eternal Labyrinth
Helmet,Enchantment Flame Dash Cooldown Speed 1,Flame Dash has 20% increased Cooldown Recovery Rate,Flame Dash,Merciless Labyrinth
Helmet,Enchantment Flame Dash Cooldown Speed 2,Flame Dash has 30% increased Cooldown Recovery Rate,Flame Dash,Eternal Labyrinth
Helmet,Enchantment Summon Flame Golem Damage 1,Flame Golems have 25% increased Damage,Summon Flame Golem,Merciless Labyrinth
Helmet,Enchantment Summon Flame Golem Damage 2,Flame Golems have 40% increased Damage,Summon Flame Golem,Eternal Labyrinth
Helmet,Enchantment Flame Wall Damage 1,Flame Wall deals 25% increased Damage,Flame Wall,Merciless Labyrinth
Helmet,Enchantment Flame Wall Damage 2,Flame Wall deals 40% increased Damage,Flame Wall,Eternal Labyrinth
Helmet,Enchantment Flame Wall Added Damage 1,Flame Wall grants 19 to 28 Added Fire Damage to Projectiles,Flame Wall,Merciless Labyrinth
Helmet,Enchantment Flame Wall Added Damage 2,Flame Wall grants 31 to 47 Added Fire Damage to Projectiles,Flame Wall,Eternal Labyrinth
Helmet,Enchantment Flamethrower Trap Damage 1,Flamethrower Trap deals 25% increased Damage,Flamethrower Trap,Merciless Labyrinth
Helmet,Enchantment Flamethrower Trap Damage 2,Flamethrower Trap deals 40% increased Damage,Flamethrower Trap,Eternal Labyrinth
Helmet,Enchantment Flamethrower Trap Cooldown Speed 1,Flamethrower Trap has 10% increased Cooldown Recovery Rate,Flamethrower Trap,Merciless Labyrinth
Helmet,Enchantment Flamethrower Trap Cast Speed 2,Flamethrower Trap has 12% increased Cast Speed,Flamethrower Trap,Eternal Labyrinth
Helmet,Enchantment Flamethrower Trap Cooldown Speed 2,Flamethrower Trap has 15% increased Cooldown Recovery Rate,Flamethrower Trap,Eternal Labyrinth
Helmet,Enchantment Flamethrower Additional Flamethrowers 2,Flamethrower Trap has 2 additional Flames,Flamethrower Trap,Eternal Labyrinth
Helmet,Enchantment Flamethrower Trap Duration 1,Flamethrower Trap has 20% increased Skill Effect Duration,Flamethrower Trap,Merciless Labyrinth
Helmet,Enchantment Flamethrower Trap Duration 2,Flamethrower Trap has 30% increased Skill Effect Duration,Flamethrower Trap,Eternal Labyrinth
Helmet,Enchantment Flamethrower Trap Cast Speed 1,Flamethrower Trap has 8% increased Cast Speed,Flamethrower Trap,Merciless Labyrinth
Helmet,Enchantment Flamethrower Additional Flamethrowers 1,Flamethrower Trap has an additional Flame,Flamethrower Trap,Merciless Labyrinth
Helmet,Enchantment Flesh and Stone Mana Reservation 1,Flesh and Stone has 20% reduced Reservation,Flesh and Stone,Merciless Labyrinth
Helmet,Enchantment Flesh and Stone Mana Reservation 2,Flesh and Stone has 30% reduced Reservation,Flesh and Stone,Eternal Labyrinth
Helmet,Enchantment Flesh Offering Attack Speed 1,Flesh Offering grants an additional 14% increased Attack Speed,Flesh Offering,Merciless Labyrinth
Helmet,Enchantment Flesh Offering Attack Speed 2,Flesh Offering grants an additional 21% increased Attack Speed,Flesh Offering,Eternal Labyrinth
Helmet,Enchantment Flicker Strike Cooldown Speed 1,Flicker Strike has 20% increased Cooldown Recovery Rate,Flicker Strike,Merciless Labyrinth
Helmet,Enchantment Flicker Strike Cooldown Speed 2,Flicker Strike has 30% increased Cooldown Recovery Rate,Flicker Strike,Eternal Labyrinth
Helmet,Enchantment Forbidden Rite Additional Projectile,Forbidden Rite fires an additional Projectile,Forbidden Rite,Eternal Labyrinth
Helmet,Enchantment Frost Bomb Cooldown Speed 1,Frost Bomb has 20% increased Cooldown Recovery Rate,Frost Bomb,Merciless Labyrinth
Helmet,Enchantment Frost Bomb Increased Duration 1,Frost Bomb has 20% increased Debuff Duration,Frost Bomb,Merciless Labyrinth
Helmet,Enchantment Frost Bomb Cooldown Speed 2,Frost Bomb has 30% increased Cooldown Recovery Rate,Frost Bomb,Eternal Labyrinth
Helmet,Enchantment Frost Bomb Increased Duration 2,Frost Bomb has 30% increased Debuff Duration,Frost Bomb,Eternal Labyrinth
Helmet,Enchantment Frost Shield Cooldown Count 1,Frost Shield has +1 Cooldown Use,Frost Shield,Eternal Labyrinth
Helmet,Enchantment Frost Shield Health per Stage 1,Frost Shield has +125 to maximum Life per Stage,Frost Shield,Merciless Labyrinth
Helmet,Enchantment Frost Shield Health per Stage 2,Frost Shield has +180 to maximum Life per Stage,Frost Shield,Eternal Labyrinth
Helmet,Enchantment Frost Wall Cooldown Speed 1,Frost Wall has 20% increased Cooldown Recovery Rate,Frost Wall,Merciless Labyrinth
Helmet,Enchantment Frost Wall Cooldown Speed 2,Frost Wall has 30% increased Cooldown Recovery Rate,Frost Wall,Eternal Labyrinth
Helmet,Enchantment Frostblink Cooldown Speed 1,Frostblink has 20% increased Cooldown Recovery Rate,Frostblink,Merciless Labyrinth
Helmet,Enchantment Frostblink Cooldown Speed 2,Frostblink has 30% increased Cooldown Recovery Rate,Frostblink,Eternal Labyrinth
Helmet,Enchantment Frostblink Travel Distance 1,Frostblink has 50% increased maximum travel distance,Frostblink,Merciless Labyrinth
Helmet,Enchantment Frostblink Travel Distance 2,Frostblink has 75% increased maximum travel distance,Frostblink,Eternal Labyrinth
Helmet,Enchantment Frost Bolt Freeze Chance 1,Frostbolt has +10% chance to Freeze,Frostbolt,Merciless Labyrinth
Helmet,Enchantment Frost Bolt Freeze Chance 2,Frostbolt has +15% chance to Freeze,Frostbolt,Eternal Labyrinth
Helmet,Enchantment Rejuvination Totem Percent Life Regeneration Added As Mana Regeneration 1,Gain 10% of Rejuvenation Totem Life Regeneration as extra Mana Regeneration,Rejuvenation Totem,Merciless Labyrinth
Helmet,Enchantment Rejuvination Totem Percent Life Regeneration Added As Mana Regeneration 2,Gain 15% of Rejuvenation Totem Life Regeneration as extra Mana Regeneration,Rejuvenation Totem,Eternal Labyrinth
Helmet,Enchantment Galvanic Arrow Projectile Speed 1,Galvanic Arrow has 20% increased Projectile Speed,Galvanic Arrow,Merciless Labyrinth
Helmet,Enchantment Galvanic Arrow Projectile Speed 2,Galvanic Arrow has 30% increased Projectile Speed,Galvanic Arrow,Eternal Labyrinth
Helmet,Enchantment General's Cry Additional Mirage Warrior 1,General's Cry has +1 to maximum number of Mirage Warriors,General's Cry,Eternal Labyrinth
Helmet,Enchantment General's Cry Cooldown Speed 1,General's Cry has 20% increased Cooldown Recovery Rate,General's Cry,Merciless Labyrinth
Helmet,Enchantment General's Cry Cooldown Speed 2,General's Cry has 30% increased Cooldown Recovery Rate,General's Cry,Eternal Labyrinth
Helmet,Enchantment Glacial Cascade Physical Damage Percent To Add As Cold 2,Glacial Cascade gains 10% of Physical Damage as Extra Cold Damage,Glacial Cascade,Eternal Labyrinth
Helmet,Enchantment Glacial Cascade Physical Damage Percent To Add As Cold 1,Glacial Cascade gains 6% of Physical Damage as Extra Cold Damage,Glacial Cascade,Merciless Labyrinth
Helmet,Enchantment Glacial Hammer Freeze Chance 1,Glacial Hammer has +20% chance to Freeze,Glacial Hammer,Merciless Labyrinth
Helmet,Enchantment Glacial Hammer Freeze Chance 2,Glacial Hammer has +30% chance to Freeze,Glacial Hammer,Eternal Labyrinth
Helmet,Enchantment Grace Mana Reservation 1,Grace has 10% reduced Reservation,Grace,Merciless Labyrinth
Helmet,Enchantment Grace Mana Reservation 2,Grace has 15% reduced Reservation,Grace,Eternal Labyrinth
Helmet,Enchantment Ground Slam Angle 1,Ground Slam has a 16% increased angle,Ground Slam,Merciless Labyrinth
Helmet,Enchantment Ground Slam Angle 2,Ground Slam has a 24% increased angle,Ground Slam,Eternal Labyrinth
Helmet,Enchantment Haste Mana Reservation 1,Haste has 10% reduced Reservation,Haste,Merciless Labyrinth
Helmet,Enchantment Haste Mana Reservation 2,Haste has 15% reduced Reservation,Haste,Eternal Labyrinth
Helmet,Enchantment Hatred Mana Reservation 1,Hatred has 10% reduced Reservation,Hatred,Merciless Labyrinth
Helmet,Enchantment Hatred Mana Reservation 2,Hatred has 15% reduced Reservation,Hatred,Eternal Labyrinth
Helmet,Enchantment Heavy Strike Double Damage 2,Heavy Strike has a 12% chance to deal Double Damage,Heavy Strike,Eternal Labyrinth
Helmet,Enchantment Heavy Strike Double Damage 1,Heavy Strike has a 8% chance to deal Double Damage,Heavy Strike,Merciless Labyrinth
Helmet,Enchantment Herald Of Agony Mana Reservation 1,Herald of Agony has 20% reduced Reservation,Herald of Agony,Merciless Labyrinth
Helmet,Enchantment Herald Of Agony Mana Reservation 2,Herald of Agony has 30% reduced Reservation,Herald of Agony,Eternal Labyrinth
Helmet,Enchantment Herald Of Ash Mana Reservation 1,Herald of Ash has 20% reduced Reservation,Herald of Ash,Merciless Labyrinth
Helmet,Enchantment Herald Of Ash Mana Reservation 2,Herald of Ash has 30% reduced Reservation,Herald of Ash,Eternal Labyrinth
Helmet,Enchantment Herald Of Ice Mana Reservation 1,Herald of Ice has 20% reduced Reservation,Herald of Ice,Merciless Labyrinth
Helmet,Enchantment Herald Of Ice Mana Reservation 2,Herald of Ice has 30% reduced Reservation,Herald of Ice,Eternal Labyrinth
